1,Port Rd,Queen P
2,Alchemy,Blanke
3,Passion,Gretta Ray
4,River,PNAU & Ladyhawke
5,SO DONE,The Kid LAROI
6,Teenager,George Alice
7,Automation,King Gizzard & The Lizard Wizard
8,Come Along,A.GIRL
9,i miss u,Jax Jones & Au/Ra
10,Kool,BENEE
11,Best I Ever Had,LAUREL
12,Fired Up,DZ Deathrays
13,Real Shit,Juice WRLD & benny blanco
14,Two Lovers,Tia Gostelow
15,It's All Connected,Andy Bull
16,1st Time,Bakar
17,Apricots,MAY-A
18,Fallin' Apart,Pell
19,Worth It,beabadoobee
20,Old Youth Feeling,Bugs
21,Anything,Alison Wonderland & Valentino Khan
22,Petty Isn't Pretty,Azure Ryder
23,Sunbeam,KIAN
24,Out Of Touch,Lastlings
25,Reality Check Please,Lime Cordiale
26,In Her Eyes,The Jungle Giants
27,Impossible,Nothing But Thieves
28,Trouble's Coming,Royal Blood
29,SEND IT!,Hooligan Hefs
30,forget me too,Halsey
31,Dance,Julia Stone
32,distance,Ruel
33,Get Me So High,Eves Karydas
34,Too Tough Terry,Dune Rats
35,Forever Isn't Long Enough,Alfie Templeman
36,Not Ready For Love,Tyne-James Organ
37,Follow Me,ShockOne
38,Storm,CLYPSO
39,Sunshine,Triple One
40,Intervention,Client Liaison
41,You & I,G Flip
42,Round & Around,DMA'S
43,Fly Away,Tones And I
44,cotton candy,YUNGBLUD
45,Somebody Loves You,Carla Wehbe
46,dumbshit,Cat & Calmell
47,Dwell,Odette
48,After All This Time,Allday
49,The Other Black Dog,Genesis Owusu
50,Animals,Architects
51,~Cya Later~,Tired Lion
52,"to Perth, before the border closes",Julia Jacklin
53,24k,Tkay Maidza
54,Germs,Sycco
55,Therefore I Am,Billie Eilish
56,Head Like A Sieve,Ball Park Music
57,Caged,Death By Denim
58,Lifetime,Romy
59,Princess Cuts,Bugsey
60,Willow Tree,Jerome Farah
61,Diamonds,Taka Perry
62,Weightless,Spacey Jane
63,LINGO,Sophiya
64,C'MON,Travis Barker
65,Lemonade,NAV
66,Easier,LOWES
67,Presto,No Money Enterprise
68,Nothing To Love About Love,Peking Duk & The Wombats
69,Vibrate,Jerome Farah
70,Swing,CXLOE
71,Brick Wall,A Day to Remember
72,Tyler Herro,Jack Harlow
73,i'm a fucking wreck,Daniyel
74,Spa,Icona Pop & Sofi Tukker
75,Come Over,Popcaan
76,Wolves,Post Malone
77,Missing You,Budjerah
78,Role Models,Kobie Dee
79,Idaho,Cosmo's Midnight
80,Heaven Of My Own,Miiesha
81,Your Man,Joji
82,Bridged By A Lightwave,deadmau5 & Kiesza
83,Nothing For Free,Pendulum
84,Follow,"Kito, ZHU & Jeremih"
85,Get On The Beers,Dan Andrews
86,Hit Different,Ty Dolla $ign
87,Vitamin,Matt Corby
88,Circles,Megan Thee Stallion
89,Extraordinary Life,Gordi
90,Better Man,Benjamin Joseph
91,Teardrops,Bring Me The Horizon
92,Spicy,Post Malone
93,If I Never Say A Word,Matt Corby
94,until we meet again,yergurl
95,Cracks,Sly Withers
96,Broken System,These New South Whales
97,Mr. Prism!,Psychedelic Porn Crumpets
98,PAIN,King Princess
99,Moderation,Eluera
100,Watch Your Step,Kelis
